Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,grafica,Gráfica analisis,,,
BIM-083099,TRANSPORTADOR CURVO 90° P-4 DE BANDA SANI GRID PL1=BO1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,BIM-083099,TRANSPORTADOR CURVO 90° P-4 DE BANDA SANI GRID PL1=BO1,SANI GRID,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM validados físicamente pendiente de actualizar listado ON,,,
BIM-124349,ALIMENTADOR DE CHAROLILLAS TERMOFORMADAS NUMATICO,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-124349,ALIMENTADOR DE CHAROLILLAS TERMOFORMADAS NUMATICO,GENERICA,NA,NA,,,ALIMENTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173548,TRANSP  P 20  TRANSPORTADOR NO 1 A ENVOLVEDORAS,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,BIM-173548,TRANSPORTADOR CURVO A 90° P12B PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173549,TRANSPORTADOR  P 18  TRANSPORTADOR   DEL DETECTOR DE METALES,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,BIM-173549,TRANSPORTADOR CURVO A 90° P12 PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173551,TRASPORTADOR CURVO A 90 GRADOS,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-173551,TRASPORTADOR CURVO A 90° P14 PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173552,TRANSPORTADOR RECTO HORIZONTAL,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-173552,TRANSPORTADOR RECTO HORIZONTAL P11 PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-173879,TRANSPORTADOR RECTO HORIZONTAL,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-173879,TRANSPORTADOR RECTO HORIZONTAL P13 PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-184310,TABLERO ELECTRONICO PARA EL SISTEMA DE SINCRONIZACION DE ENVOLVEDORA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-184310,TABLERO ELECTRONICO PARA EL SISTEMA DE SINCRONIZACION,GENERICA,NA,NA,,,TABLERO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-220211,ENVOLVEDORA N1 SERV,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-220211,"""ENVOLVEDORA N1 SERVO 300 FESTO, TREN DE TRANSMISION DE 3 EJES""",GENERICA,NA,NA,,,ENVOLVEDORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-220212,ENVOLVEDORA N 2 SERV,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-220212,ENVOLVEDORA N 2 SERVO 300 FESTO TREN DE TRANSMISION DE 3 EJES,GENERICA,NA,NA,,,ENVOLVEDORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-220213,ENVOLVEDORA N° 3 SER,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-220213,ENVOLVEDORA N° 3 SERVO 300 FESTO TREN DE TRANSMISION DE 3 EJES,GENERICA,NA,NA,,,ENVOLVEDORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-271426,TRANSPORTADOR DE ALIMENTADO AUTOMATICO ENVOLVEDORA 1 ,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-271426,TRANSPORTADOR DE ALIMENTADO AUTOMATICO ENVOLVEDORA 1,SIES,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-271427,TRANSPORTADOR DE ALIMENTADO AUTOMATICO ENVOLVEDORA 2 ,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-271427,TRANSPORTADOR DE ALIMENTADO AUTOMATICO ENVOLVEDORA 2,SIES,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-271428,TRANSPORTADOR DE ALIMENTADO AUTOMATICO ENVOLVEDORA 3 ,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-271428,TRANSPORTADOR DE ALIMENTADO AUTOMATICO ENVOLVEDORA 3,SIES,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-271434,TRANSPORTADOR CURVO DE ALIMENTADO ENVOLVEDORA 1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-271434,TRANSPORTADOR CURVO DE ALIMENTADO ENVOLVEDORA 1,SIES,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-271435,TRANSPORTADOR CURVO DE ALIMENTADO ENVOLVEDORA 2,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-271435,TRANSPORTADOR CURVO DE ALIMENTADO ENVOLVEDORA 2,SIES,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-271436,TRANSPORTADOR CURVO DE ALIMENTADO ENVOLVEDORA 3,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-271436,TRANSPORTADOR CURVO DE ALIMENTADO ENVOLVEDORA 3,SIES,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275666,"TRANSPORTADOR DE PRODUCTO P-2, ",PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275666,TRANSPORTADOR DE PRODUCTO P2,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275667,TRANSPORTADOR DE PRODUCTO P-30,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275667,TRANSPORTADOR DE PRODUCTO P30,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275668,  TRANSPORTADOR DE TINAS P-31,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275668,TRANSPORTADOR DE TINAS P31,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275669, TRANSPORTADOR DE TINAS P-32,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275669,TRANSPORTADOR DE TINAS P32,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275670, TRANSPORTADOR DE TINAS P-33,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275670,TRANSPORTADOR DE TINAS P33,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275671, TRANSPORTADOR DE PRODUCTO EN TINA P-34,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275671,TRANSPORTADOR DE PRODUCTO EN TINA P34,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275672, TRANSPORTADOR DE PRODUCTO EN TINA P-35,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275672,TRANSPORTADOR DE PRODUCTO EN TINA P35,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275673, TRANSPORTADOR DE TINAS P-36,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275673,TRANSPORTADOR DE TINAS P36,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275674,  TRANSPORTADOR DE TINAS P-37,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275674,TRANSPORTADOR DE TINAS P37,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275675,  TRANSPORTADOR DE TINAS P-38,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275675,TRANSPORTADOR DE TINAS P38,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275676, TRANSPORTADOR DE PRODUCTO EN TINA P-39,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275676,TRANSPORTADOR DE PRODUCTO EN TINA P39,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275677, TRANSPORTADOR DE PRODUCTO EN TINA P-40,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275677,TRANSPORTADOR DE PRODUCTO EN TINA P40,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-275678,TRANSPORTADOR ALIMENTADO ENVOLVEDORA 3,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2711,,BIM-275678,TRANSPORTADOR ALIMENTADO ENVOLVEDORA 3,GENERICA,NA,NA,,Envoltura Bolleria 1,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BO1P211-00340,CODIFICADOR MARKEM NO.1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,BO1P211-00340,CODIFICADOR MARKEM NO.1,MARKEM,NA,NA,,,CODIFICADOR,Capturado,Equipo Código interno (validados físicamente),,,
BO1P211-00341,CODIFICADOR MARKEM NO.2,PLANTA 1,PL1,PROCESO DE BAJA,INACTIVO,EMPAQUE,2701,,Baja,CODIFICADOR MARKEM NO.2,MARKEM,NA,NA,,,CODIFICADOR,Capturado,Equipo c/Código BIM Bajas,,,
BO1P211-00342,CODIFICADOR MARKEM NO.3,PLANTA 1,PL1,PROCESO DE BAJA,INACTIVO,EMPAQUE,2701,,Baja,CODIFICADOR MARKEM NO.3,MARKEM,NA,NA,,,CODIFICADOR,Capturado,Equipo c/Código BIM Bajas,,,
BO1P309-00012,ENVOLVEDORA NO  1  MOD.2201,PLANTA 1,PL1,PROCESO DE BAJA,INACTIVO,EMPAQUE,2701,,Baja,ENVOLVEDORA NO  1  MOD.2201,GENERICA,2201,NA,,,ENVOLVEDORA,Capturado,Equipo c/Código BIM Bajas,,,
BO1P309-00013,ENVOLVEDORA NO  2  MOD. 2201,PLANTA 1,PL1,PROCESO DE BAJA,INACTIVO,EMPAQUE,2701,,Baja,ENVOLVEDORA NO  2  MOD. 2201,GENERICA,2201,NA,,,ENVOLVEDORA,Capturado,Equipo c/Código BIM Bajas,,,
BO1P309-00014,ENVOLVEDORA NO  3  MOD. WA 720,PLANTA 1,PL1,PROCESO DE BAJA,INACTIVO,EMPAQUE,2701,,Baja,ENVOLVEDORA NO  3  MOD. WA 720,GENERICA,WA 720,NA,,,ENVOLVEDORA,Capturado,Equipo c/Código BIM Bajas,,,
BO1P725-00007,REBANADORA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,BO1P725-00007,REBANADORA,GENERICA,NA,NA,,,REBANADORA,Capturado,Equipo Código interno (validados físicamente),,,
BO1P849-00273,TRANSPORTADOR  P 9  TRANSPORTADOR REBANADORA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,BO1P849-00273,TRANSPORTADOR  P 9  TRANSPORTADOR REBANADORA,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo Código interno (validados físicamente),,,
POR CODIFICAR,ENVOLVEDORA SERVOR 1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,Alta,ENVOLVEDORA SERVOR 1,SIES,NA,11-0592,220v,,ENVOLVEDORA,Capturado,Registro equipo,,,
POR CODIFICAR,ENVOLVEDORA SERVOR 2,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,Alta,ENVOLVEDORA SERVOR 2,SIES,servor,11-0590,220v,,ENVOLVEDORA,Capturado,Registro equipo,,,
POR CODIFICAR,ENVOLVEDORA SERVOR 3,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,Alta,ENVOLVEDORA SERVOR 3,DITSA,ts-350,tito-614t02,220v,,ENVOLVEDORA,Capturado,Registro equipo,,,
POR CODIFICAR,ENVOLVEDORA SERVOR 4,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,Alta,ENVOLVEDORA SERVOR 4,SIES,servor,11-0501,220v,,ENVOLVEDORA,Capturado,Registro equipo,,,
POR CODIFICAR,TRANSP  P 21  TRANSPORTADOR NO 2 A ENVOLVEDORAS,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,EMPAQUE,2701,,Alta,TRANSP  P 21  TRANSPORTADOR NO 2 A ENVOLVEDORAS,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Registro equipo,,,
BIM-033066,MO PS2 BATIDORA GLEEN 340 NØ1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-033066,MO PS2 BATIDORA GLEEN 340 NØ1,GLEEN,340 NØ1,NA,,Produccion Bolleria 1,BATIDORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-050360,BPU BO1 TANQUE FERMENTADOR 1 ESPONJA BO1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-050360,BPU BO1 TANQUE FERMENTADOR 1 ESPONJA BO1,GENERICA,NA,NA,,,TANQUE,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-057729,SV1 MARMITA ALMACENADORA DE LECITINA SOYA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-057729,SV1 MARMITA ALMACENADORA DE LECITINA SOYA,GENERICA,NA,NA,,,MAMITA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-067536,SISTEMA DE MANEJO DE JARABE,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-067536,TRANSPORTADOR BAÑERA DE JARABE ROLES P10 VARILLAS SANIGRID,GENERICA,NA,NA,,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-067543,HORNO B. PERKINS 27 COLUMPIOS,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-067543,HORNO B. PERKINS 27 COLUMPIOS PL1 BO1 MOD 59390,PERKINS,NA,NA,,,HORNO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068079,MARMITA 1 MANTECA LIQUIDA T-3,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068079,MARMITA 1 PL1=BOL1,GENERICA,NA,NA,,,MAMITA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068081,BATIDORA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068081,BATIDORA DE GLASS COLLETTE AUTOMATICA  PL1=BOL1,GENERICA,NA,NA,,,BATIDORA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068082,BOMBA  EXTRUDER,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068082,BOMBA DEGASIFICADORA DE MASA PL1 BO1,GENERICA,NA,NA,,,BOMBA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068083,EXTRUSORA DE MASA MCA MOLINE CON BO PL=1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068083,EXTRUSORA DE MASA MCA MOLINE CON BO PL=1,MOLINE,NA,NA,,,EXTRUSOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068084,HARINADO NO.2,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068084,CERNIDOR DE HNA MCA MOLINE MOD FDR- PL=1 TAMIZ No 1,GENERICA,NA,NA,,,HARINADOR ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068085,HARINADO NO.1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068085,CERNIDOR DE HNA MCA MOLINE MOD FDR- TAMIZ No 2,GENERICA,NA,NA,,,HARINADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068086,RODILLO DE COMPRESIÓN,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068086,RODILLO DE COMPRESION MOD PCR-6-36 PL1 BO1,GENERICA,NA,NA,,,RODILLO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068087,HARINADO NO.4,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068087,CERNIDOR DE HNA MOLINE MOD FDR-36 S PL1 BO1 TAMIZ #3,GENERICA,NA,NA,,,HARINADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068088,RODILLOS LAMINADORES 1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068088,LAMINADOR 1 QUE CONSTA DE RODILLO L PL=1,GENERICA,NA,NA,,,RODILLO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068089,ESPACIADOR DE HARINA MOD RFS-36 SER PL=1 DISCOS CORTADORES,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068089,ESPACIADOR DE HARINA MOD RFS-36 SER PL=1 DISCOS CORTADORES,GENERICA,MOD RFS-36,NA,,,ESPACIADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068090,HARINADO NO.3,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068090,CERNIDOR DE HARINA MOLINE MOD FDR-3 PL=1 TAMIZ No 4,GENERICA,NA,NA,,,HARINADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068091,RODILLOS LAMINADORES 2,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068091,LAMINADOR DE RODILLO PL=1,GENERICA,NA,NA,,,RODILLO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068093,ATOMIZADOR DE AGUA MOD WS-36-3 SE PL=1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068093,"ATOMIZADOR DE AGUA ""MOLIN"" MOD WS-36-3 SE PL1 BO1",GENERICA,MOD WS-36-3 ,NA,,,ATOMIZADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068094,SISTEMA DE RELLENO,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068094,CABEZAL DEPOSITADOR DE RELLENO MCA PL=1,GENERICA,NA,NA,,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068095,ENROLLADORES DE MASA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068095,UNIDAD DE ENROLLAMIENTO MODELO PL1 BO1,GENERICA,NA,NA,,,UNIDAD,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068096,SISTEMA CENTRADOR DE MASA  NO.1 VA Y VEN,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068096,UNIDAD DE REPOSICIONADOR MOD PRV-P- PL1 BO1,GENERICA,NA,NA,,,UNIDAD,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068097,HARINADOR NO.5,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068097,CERNIDOR DE HNA MOLINE CON MOTOREDU TAMIZ #5 PL1 BO1,GENERICA,NA,NA,,,HARINADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068099,MOLINE TABLERO ELECTRICO,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068099,TABLERO DE FZA Y CONTROL MOLINE SIN PL1 BO1,GENERICA,NA,NA,,,MOLINO,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068101,MEZCLADORA ESPONJAS  MOD. N013 DREAD,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068101,MEZCLADORA DE ESPONJAS WERNER LEHARA T16 PL1 BO1,GENERICA,NO13,NA,,,MEZCLADORA ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068106,TRANSPORTADOR CURVO 90 GRADOS DOBLE TABLE T,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068106,TRANSPORTADOR CURVO 90° BANDA 3 1/2 METALICA M 16 PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068108,TRANSPORTADOR  MP 1 TRAMO RECTO SALIDA DE HORNO,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068108,TRANSPORTADOR A LA SALIDA HORNO MP1  PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068109,TRANSPORTADOR  MP 2  CURVA 90 MOLDES CON PAN,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068109,TRANSPORTADOR CURVO A LA SALIDA HORNO MP2 PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068112,TRANSPORTADOR  M 8  4. TRAMO RECTO  RETORNO DE MOLDES,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068112,TRANSPOTADOR RECTO M8 BANDA  INTRALOX PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068113,TRANSPORTADOR  MP 3  TRAMO RECTO NO.1 MOLDES CON PAN,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068113,TRANSPORTADOR RECTO SALIDA DEL HORNO MP3 PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068114,TRANSPORTADOR  M 9  5. TRAMO RECTO  RETORNO DE MOLDES,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068114,TRANSPOTADOR RECTO M9 BANDA INTRALOX PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068116,TRANSPORTADOR  P 2  1ER. CURVA PRODUCTO A ENFRIAMIENTO,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068116,TRANSPORTADOR  P 2  1ER. CURVA PRODUCTO A ENFRIAMIENTO,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM validados físicamente pendiente de actualizar listado ON,,,
BIM-068117,TRANSPORTADOR  P 3  1ER.  RECTO  PRODUCTO A ENFRIAMIENTO,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068117,TRANSPORTADOR  P 3  1ER.  RECTO  PRODUCTO A ENFRIAMIENTO,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM validados físicamente pendiente de actualizar listado ON,,,
BIM-068118,TRANSPORTADOR  BI-13  6A. CURVA 90 MOLDE CON MASA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068118,TRANSPORTADOR  CURVO 45° BANDA SANIGRI PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068119,TRANSPORTADOR  M 11 CURVA 90 MOLDES A DEPOSITADORA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068119,TRANSPORTADOR CURVO M11 BANDA SANIGRID 3200 MM PL1 BO1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068120,TRANSPORTADOR  MP 4  TRAMO RECTO NO.2 MOLDES CON PAN,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068120,"TRANSPORTADOR RECTO TABLILLAS TABLE TOP 3"" METALICAS MP4",GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068123,TRAMO RECTO BANDA SANIGRID DE 7000 PL1,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068123,"TRAMO RECTO BANDA DE TABLILLAS ACERO INOX SANIGRID DE 4""",SANIGRID,NA,NA,,,TRAMO ,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068131,TRANSPORTADOR  BANDA DE GLASEADO,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068131,GLASEADORA DE  ROLES HECHIZA,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068136,SISTEMA ELECTRONICO DE PESAJE EN LINEA,PLANTA 1,PL1,EQUIPO EN LINEA,ACTIVO,PROCESO ,2701,,BIM-068136,SISTEMA ELECTRONICO PARA PESAJE  PL-1,GENERICA,NA,NA,,,SISTEMA,Capturado,Equipo c/Código BIM (validados físicamente),,,
BIM-068139,TRANSPORTADOR L TRANSFER BI-06 PL=1,PLANTA 1,PL1,BAJA DEFINITIVA,INACTIVO,PROCESO ,,,Baja,TRANSPORTADOR L TRANSFER BI-06 PL=1,GENERICA,NA,NA,,,TRANSPORTADOR,Capturado,Equipo c/Código BIM Bajas,,,
